fold,split,task_id,distances,distances_norm
fold_1,test,BigCodeBench/492,"[684, 420, 426]","[0.7685393258426966, 0.47191011235955055, 0.4786516853932584]"
fold_1,test,BigCodeBench/1100,"[362, 291, 360]","[0.7211155378486056, 0.5796812749003984, 0.7171314741035857]"
fold_1,test,BigCodeBench/32,"[382, 359, 340]","[1.5219123505976095, 1.4302788844621515, 1.3545816733067728]"
fold_1,test,BigCodeBench/652,"[280, 336, 217]","[0.32941176470588235, 0.3952941176470588, 0.25529411764705884]"
fold_1,test,BigCodeBench/479,"[668, 439, 626]","[0.8709256844850065, 0.5723598435462842, 0.8161668839634941]"
fold_1,test,BigCodeBench/592,"[710, 711, 660]","[1.0990712074303406, 1.1006191950464397, 1.021671826625387]"
fold_1,test,BigCodeBench/644,"[534, 529, 532]","[1.0269230769230768, 1.0173076923076922, 1.023076923076923]"
fold_1,test,BigCodeBench/988,"[634, 592, 612]","[0.6125603864734299, 0.5719806763285025, 0.591304347826087]"
fold_1,test,BigCodeBench/400,"[613, 742, 288]","[1.371364653243848, 1.6599552572706935, 0.6442953020134228]"
fold_1,test,BigCodeBench/150,"[704, 548, 908]","[0.9617486338797814, 0.7486338797814208, 1.2404371584699454]"
fold_1,test,BigCodeBench/847,"[305, 224, 321]","[0.6275720164609053, 0.4609053497942387, 0.6604938271604939]"
fold_1,test,BigCodeBench/301,"[235, 412, 285]","[0.3712480252764613, 0.65086887835703, 0.45023696682464454]"
fold_1,test,BigCodeBench/442,"[301, 316, 225]","[0.3706896551724138, 0.3891625615763547, 0.2770935960591133]"
fold_1,test,BigCodeBench/898,"[138, 71, 45]","[0.5130111524163569, 0.26394052044609667, 0.16728624535315986]"
fold_1,test,BigCodeBench/1000,"[282, 263, 195]","[0.8952380952380953, 0.834920634920635, 0.6190476190476191]"
fold_1,test,BigCodeBench/273,"[2332, 759, 1055]","[1.93687707641196, 0.6303986710963455, 0.8762458471760798]"
fold_1,test,BigCodeBench/593,"[545, 732, 969]","[0.5572597137014315, 0.7484662576687117, 0.99079754601227]"
fold_1,test,BigCodeBench/409,"[333, 462, 283]","[0.553156146179402, 0.7674418604651163, 0.4700996677740864]"
fold_1,test,BigCodeBench/488,"[594, 623, 697]","[0.6463547334058759, 0.6779107725788901, 0.7584330794341676]"
fold_1,test,BigCodeBench/1057,"[439, 464, 455]","[0.6148459383753502, 0.6498599439775911, 0.6372549019607843]"
fold_1,test,BigCodeBench/512,"[382, 577, 714]","[0.6420168067226891, 0.9697478991596639, 1.2]"
fold_1,test,BigCodeBench/563,"[231, 501, 229]","[0.7151702786377709, 1.5510835913312693, 0.7089783281733746]"
fold_1,test,BigCodeBench/811,"[434, 382, 293]","[0.6536144578313253, 0.5753012048192772, 0.44126506024096385]"
fold_1,test,BigCodeBench/553,"[322, 348, 330]","[0.579136690647482, 0.6258992805755396, 0.5935251798561151]"
fold_1,test,BigCodeBench/223,"[501, 491, 217]","[0.8994614003590664, 0.881508078994614, 0.3895870736086176]"
fold_1,test,BigCodeBench/326,"[249, 326, 248]","[0.42346938775510207, 0.5544217687074829, 0.4217687074829932]"
fold_1,test,BigCodeBench/313,"[477, 653, 559]","[0.4649122807017544, 0.6364522417153996, 0.5448343079922028]"
fold_1,test,BigCodeBench/1077,"[298, 392, 366]","[0.5528756957328386, 0.7272727272727273, 0.6790352504638218]"
fold_1,test,BigCodeBench/853,"[764, 650, 459]","[0.781985670419652, 0.6653019447287615, 0.46980552712384854]"
fold_1,test,BigCodeBench/53,"[170, 188, 277]","[0.33663366336633666, 0.3722772277227723, 0.5485148514851486]"
fold_1,test,BigCodeBench/608,"[462, 385, 370]","[0.8133802816901409, 0.6778169014084507, 0.6514084507042254]"
fold_1,test,BigCodeBench/95,"[471, 507, 669]","[0.45728155339805826, 0.49223300970873785, 0.6495145631067961]"
fold_1,test,BigCodeBench/945,"[364, 463, 333]","[0.5244956772334294, 0.6671469740634006, 0.47982708933717577]"
fold_1,test,BigCodeBench/109,"[736, 401, 520]","[1.0605187319884726, 0.5778097982708934, 0.7492795389048992]"
fold_1,test,BigCodeBench/254,"[185, 88, 194]","[0.9585492227979274, 0.45595854922279794, 1.005181347150259]"
fold_1,test,BigCodeBench/189,"[265, 207, 348]","[0.742296918767507, 0.5798319327731093, 0.9747899159663865]"
fold_1,test,BigCodeBench/61,"[186, 437, 313]","[0.28440366972477066, 0.6681957186544343, 0.4785932721712538]"
fold_1,test,BigCodeBench/916,"[230, 443, 471]","[0.38079470198675497, 0.7334437086092715, 0.7798013245033113]"
fold_1,test,BigCodeBench/132,"[407, 626, 246]","[0.588150289017341, 0.9046242774566474, 0.3554913294797688]"
fold_1,test,BigCodeBench/1108,"[508, 488, 533]","[0.7175141242937854, 0.6892655367231638, 0.7528248587570622]"
fold_1,test,BigCodeBench/482,"[746, 706, 758]","[0.5855572998430141, 0.554160125588697, 0.5949764521193093]"
fold_1,test,BigCodeBench/865,"[266, 252, 254]","[0.5135135135135135, 0.4864864864864865, 0.49034749034749037]"
fold_2,fit,BigCodeBench/429,[434],[0.7736185383244206]
fold_2,fit,BigCodeBench/849,[140],[0.343980343980344]
fold_2,fit,BigCodeBench/66,[319],[1.070469798657718]
fold_2,fit,BigCodeBench/469,[304],[0.3843236409608091]
fold_2,fit,BigCodeBench/635,[668],[0.49371766444937176]
fold_2,fit,BigCodeBench/329,[357],[1.0593471810089021]
fold_2,fit,BigCodeBench/773,[291],[0.5150442477876106]
fold_2,fit,BigCodeBench/229,[298],[0.38402061855670105]
fold_2,fit,BigCodeBench/726,[287],[0.5929752066115702]
fold_2,fit,BigCodeBench/51,[351],[0.4943661971830986]
fold_2,fit,BigCodeBench/951,[420],[0.6008583690987125]
fold_2,fit,BigCodeBench/476,[374],[1.2103559870550162]
fold_2,fit,BigCodeBench/188,[643],[0.5888278388278388]
fold_2,fit,BigCodeBench/528,[909],[1.276685393258427]
fold_2,fit,BigCodeBench/582,[380],[0.7024029574861368]
fold_2,fit,BigCodeBench/348,[436],[1.1945205479452055]
fold_2,fit,BigCodeBench/886,[387],[0.7849898580121704]
fold_2,fit,BigCodeBench/779,[954],[0.6437246963562753]
fold_2,fit,BigCodeBench/241,[251],[0.524008350730689]
fold_2,fit,BigCodeBench/1097,[169],[0.14106844741235391]
fold_2,fit,BigCodeBench/763,[1283],[1.7894002789400278]
fold_2,fit,BigCodeBench/620,[122],[0.4621212121212121]
fold_2,fit,BigCodeBench/395,[263],[0.3393548387096774]
fold_2,fit,BigCodeBench/618,[475],[0.5214050493962679]
fold_2,fit,BigCodeBench/332,[230],[0.7443365695792881]
fold_2,fit,BigCodeBench/955,[368],[0.6467486818980668]
fold_2,fit,BigCodeBench/1041,[609],[0.7971204188481675]
fold_2,fit,BigCodeBench/413,[801],[1.1265822784810127]
fold_2,fit,BigCodeBench/93,[553],[0.9550949913644214]
fold_2,fit,BigCodeBench/900,[340],[0.43037974683544306]
fold_2,fit,BigCodeBench/997,[89],[0.2045977011494253]
fold_2,fit,BigCodeBench/1039,[496],[0.511340206185567]
fold_2,fit,BigCodeBench/443,[429],[0.4953810623556582]
fold_2,fit,BigCodeBench/947,[329],[0.5384615384615384]
fold_2,fit,BigCodeBench/1120,[632],[1.58]
fold_2,fit,BigCodeBench/885,[478],[0.4552380952380952]
fold_2,fit,BigCodeBench/363,[97],[0.21507760532150777]
fold_2,fit,BigCodeBench/513,[677],[0.7263948497854077]
fold_2,fit,BigCodeBench/172,[308],[0.9565217391304348]
fold_2,fit,BigCodeBench/117,[353],[0.4048165137614679]
fold_2,fit,BigCodeBench/321,[422],[0.6169590643274854]
fold_2,fit,BigCodeBench/115,[375],[1.0135135135135136]
fold_2,fit,BigCodeBench/41,[234],[0.7069486404833837]
fold_2,fit,BigCodeBench/8,[139],[0.3839779005524862]
fold_2,fit,BigCodeBench/818,[132],[0.5919282511210763]
fold_2,validate,BigCodeBench/50,[314],[0.43310344827586206]
fold_2,validate,BigCodeBench/125,[191],[0.40210526315789474]
fold_2,validate,BigCodeBench/614,[356],[0.7911111111111111]
fold_2,validate,BigCodeBench/323,[479],[0.6662030598052852]
fold_2,validate,BigCodeBench/317,[293],[0.5931174089068826]
fold_2,validate,BigCodeBench/864,[424],[0.6083213773314203]
fold_2,validate,BigCodeBench/993,[375],[0.5136986301369864]
fold_2,validate,BigCodeBench/1122,[290],[0.6712962962962963]
fold_2,validate,BigCodeBench/383,[366],[0.658273381294964]
fold_2,validate,BigCodeBench/17,[192],[0.3416370106761566]
fold_2,validate,BigCodeBench/1085,[267],[0.5415821501014199]
fold_2,validate,BigCodeBench/917,[434],[0.6326530612244898]
fold_2,validate,BigCodeBench/1104,[410],[0.8779443254817987]
fold_2,validate,BigCodeBench/511,[644],[0.9611940298507463]
fold_2,validate,BigCodeBench/291,[734],[2.4466666666666668]
fold_2,validate,BigCodeBench/798,[347],[0.6119929453262787]
fold_2,validate,BigCodeBench/607,[391],[0.8028747433264887]
fold_2,validate,BigCodeBench/365,[138],[0.28870292887029286]
fold_2,validate,BigCodeBench/256,[313],[0.4118421052631579]
fold_2,validate,BigCodeBench/857,[520],[0.7772795216741405]
fold_2,validate,BigCodeBench/441,[463],[1.1633165829145728]
fold_2,validate,BigCodeBench/215,[919],[2.0153508771929824]
fold_2,validate,BigCodeBench/1036,[392],[0.6457990115321252]
fold_2,validate,BigCodeBench/168,[264],[0.5581395348837209]
fold_2,validate,BigCodeBench/775,[231],[0.42936802973977695]
fold_2,validate,BigCodeBench/680,[169],[0.4412532637075718]
fold_2,validate,BigCodeBench/1034,[589],[1.0424778761061948]
fold_2,validate,BigCodeBench/91,[236],[0.400679117147708]
fold_2,validate,BigCodeBench/284,[424],[1.372168284789644]
fold_2,validate,BigCodeBench/75,[600],[0.5390835579514824]
fold_2,validate,BigCodeBench/531,[477],[0.5896168108776267]
fold_2,validate,BigCodeBench/922,[259],[0.19923076923076924]
fold_2,validate,BigCodeBench/82,[1824],[1.0]
fold_2,validate,BigCodeBench/102,[168],[0.4019138755980861]
fold_2,validate,BigCodeBench/882,[410],[0.7321428571428571]
fold_2,validate,BigCodeBench/101,[610],[0.599803343166175]
fold_2,validate,BigCodeBench/940,[115],[0.4637096774193548]
fold_2,validate,BigCodeBench/244,[292],[0.8225352112676056]
fold_2,validate,BigCodeBench/354,[618],[1.3037974683544304]
fold_2,validate,BigCodeBench/10,[199],[0.39250493096646943]
fold_2,validate,BigCodeBench/759,[511],[1.24330900243309]
fold_2,validate,BigCodeBench/222,[167],[0.4550408719346049]
fold_2,validate,BigCodeBench/708,[596],[1.221311475409836]
fold_2,validate,BigCodeBench/604,[932],[1.9872068230277184]
fold_2,validate,BigCodeBench/943,[645],[0.9253945480631277]
fold_2,test,BigCodeBench/627,"[160, 150, 281]","[0.3448275862068966, 0.3232758620689655, 0.6056034482758621]"
fold_2,test,BigCodeBench/425,"[405, 493, 406]","[0.75, 0.912962962962963, 0.7518518518518519]"
fold_2,test,BigCodeBench/1021,"[127, 132, 173]","[0.23475046210720887, 0.24399260628465805, 0.3197781885397412]"
fold_2,test,BigCodeBench/651,"[405, 314, 358]","[0.8766233766233766, 0.6796536796536796, 0.7748917748917749]"
fold_2,test,BigCodeBench/158,"[402, 445, 615]","[1.1928783382789319, 1.3204747774480712, 1.824925816023739]"
fold_2,test,BigCodeBench/90,"[315, 520, 395]","[0.3539325842696629, 0.5842696629213483, 0.4438202247191011]"
fold_2,test,BigCodeBench/793,"[209, 194, 109]","[0.6572327044025157, 0.610062893081761, 0.34276729559748426]"
fold_2,test,BigCodeBench/84,"[1030, 744, 861]","[0.6816677696889477, 0.4923891462607545, 0.5698213103904699]"
fold_2,test,BigCodeBench/474,"[367, 491, 326]","[0.5881410256410257, 0.7868589743589743, 0.5224358974358975]"
fold_2,test,BigCodeBench/434,"[586, 755, 823]","[0.5830845771144278, 0.7512437810945274, 0.8189054726368159]"
fold_2,test,BigCodeBench/290,"[294, 500, 365]","[0.5212765957446809, 0.8865248226950354, 0.6471631205673759]"
fold_2,test,BigCodeBench/1103,"[349, 421, 343]","[0.6737451737451737, 0.8127413127413128, 0.6621621621621622]"
fold_2,test,BigCodeBench/1019,"[1113, 575, 527]","[1.0650717703349282, 0.5502392344497608, 0.5043062200956938]"
fold_2,test,BigCodeBench/387,"[364, 508, 485]","[0.5155807365439093, 0.7195467422096318, 0.6869688385269122]"
fold_2,test,BigCodeBench/181,"[75, 472, 76]","[0.25, 1.5733333333333333, 0.25333333333333335]"
fold_2,test,BigCodeBench/385,"[364, 330, 752]","[0.7193675889328063, 0.6521739130434783, 1.4861660079051384]"
fold_2,test,BigCodeBench/463,"[310, 428, 278]","[0.8781869688385269, 1.2124645892351276, 0.7875354107648725]"
fold_2,test,BigCodeBench/801,"[877, 647, 492]","[1.1867388362652234, 0.8755074424898511, 0.6657645466847091]"
fold_2,test,BigCodeBench/473,"[425, 533, 393]","[0.8095238095238095, 1.0152380952380953, 0.7485714285714286]"
fold_2,test,BigCodeBench/800,"[568, 521, 552]","[0.5318352059925093, 0.48782771535580527, 0.5168539325842697]"
fold_2,test,BigCodeBench/601,"[463, 459, 446]","[0.6156914893617021, 0.6103723404255319, 0.5930851063829787]"
fold_2,test,BigCodeBench/248,"[360, 391, 308]","[0.8450704225352113, 0.9178403755868545, 0.7230046948356808]"
fold_2,test,BigCodeBench/39,"[416, 471, 362]","[0.6322188449848024, 0.71580547112462, 0.5501519756838906]"
fold_2,test,BigCodeBench/44,"[432, 451, 533]","[1.3170731707317074, 1.375, 1.625]"
fold_2,test,BigCodeBench/322,"[727, 716, 370]","[1.0520984081041969, 1.036179450072359, 0.5354558610709117]"
fold_2,test,BigCodeBench/449,"[209, 602, 353]","[0.324031007751938, 0.9333333333333333, 0.5472868217054263]"
fold_2,test,BigCodeBench/94,"[103, 266, 170]","[0.1925233644859813, 0.497196261682243, 0.3177570093457944]"
fold_2,test,BigCodeBench/1004,"[340, 418, 280]","[0.5772495755517827, 0.7096774193548387, 0.47538200339558573]"
fold_2,test,BigCodeBench/901,"[227, 131, 178]","[0.5456730769230769, 0.31490384615384615, 0.42788461538461536]"
fold_2,test,BigCodeBench/152,"[138, 226, 252]","[0.2247557003257329, 0.36807817589576547, 0.41042345276872966]"
fold_2,test,BigCodeBench/765,"[348, 183, 217]","[0.7310924369747899, 0.38445378151260506, 0.45588235294117646]"
fold_2,test,BigCodeBench/964,"[908, 857, 822]","[0.6118598382749326, 0.5774932614555256, 0.5539083557951483]"
fold_2,test,BigCodeBench/835,"[124, 117, 51]","[0.3887147335423197, 0.3667711598746082, 0.15987460815047022]"
fold_2,test,BigCodeBench/1071,"[174, 258, 278]","[0.4213075060532688, 0.6246973365617433, 0.6731234866828087]"
fold_2,test,BigCodeBench/570,"[699, 597, 433]","[1.59954233409611, 1.366132723112128, 0.9908466819221968]"
fold_2,test,BigCodeBench/372,"[483, 470, 310]","[1.0685840707964602, 1.0398230088495575, 0.6858407079646017]"
fold_2,test,BigCodeBench/79,"[350, 255, 364]","[0.6161971830985915, 0.448943661971831, 0.6408450704225352]"
fold_2,test,BigCodeBench/1046,"[106, 163, 177]","[0.28116710875331563, 0.4323607427055703, 0.46949602122015915]"
fold_2,test,BigCodeBench/6,"[638, 757, 322]","[2.031847133757962, 2.410828025477707, 1.0254777070063694]"
fold_2,test,BigCodeBench/12,"[415, 714, 452]","[0.532051282051282, 0.9153846153846154, 0.5794871794871795]"
fold_2,test,BigCodeBench/942,"[434, 377, 388]","[0.46466809421841543, 0.40364025695931477, 0.41541755888650966]"
fold_2,test,BigCodeBench/65,"[317, 351, 499]","[0.6861471861471862, 0.7597402597402597, 1.08008658008658]"
fold_2,test,BigCodeBench/231,"[523, 461, 389]","[0.590293453724605, 0.5203160270880361, 0.43905191873589167]"
fold_2,test,BigCodeBench/1090,"[205, 247, 264]","[0.4485776805251641, 0.5404814004376368, 0.5776805251641138]"
fold_2,test,BigCodeBench/576,"[276, 298, 342]","[0.5092250922509225, 0.5498154981549815, 0.6309963099630996]"
fold_2,test,BigCodeBench/728,"[631, 317, 363]","[0.8620218579234973, 0.43306010928961747, 0.4959016393442623]"
fold_2,test,BigCodeBench/1098,"[129, 112, 257]","[0.5608695652173913, 0.48695652173913045, 1.117391304347826]"
fold_2,test,BigCodeBench/871,"[562, 564, 371]","[0.9079159935379645, 0.9111470113085622, 0.5993537964458805]"
fold_2,test,BigCodeBench/503,"[346, 382, 340]","[0.47527472527472525, 0.5247252747252747, 0.46703296703296704]"
fold_2,test,BigCodeBench/1067,"[383, 610, 403]","[0.49039692701664533, 0.7810499359795134, 0.5160051216389244]"
fold_2,test,BigCodeBench/255,"[492, 548, 274]","[1.3085106382978724, 1.4574468085106382, 0.7287234042553191]"
fold_2,test,BigCodeBench/468,"[685, 475, 443]","[2.965367965367965, 2.0562770562770565, 1.9177489177489178]"
fold_2,test,BigCodeBench/802,"[222, 211, 204]","[0.5056947608200456, 0.4806378132118451, 0.4646924829157175]"
fold_2,test,BigCodeBench/1066,"[333, 420, 345]","[0.4416445623342175, 0.5570291777188329, 0.45755968169761274]"
fold_2,test,BigCodeBench/356,"[437, 453, 457]","[0.49715585893060293, 0.515358361774744, 0.5199089874857793]"
fold_2,test,BigCodeBench/457,"[614, 621, 423]","[1.7953216374269005, 1.8157894736842106, 1.236842105263158]"
fold_2,test,BigCodeBench/56,"[214, 177, 373]","[0.5587467362924282, 0.4621409921671018, 0.9738903394255874]"
fold_2,test,BigCodeBench/810,"[766, 558, 302]","[1.2745424292845258, 0.9284525790349417, 0.502495840266223]"
fold_2,test,BigCodeBench/324,"[447, 305, 427]","[0.8481973434535104, 0.5787476280834914, 0.8102466793168881]"
fold_2,test,BigCodeBench/899,"[108, 62, 112]","[0.3450479233226837, 0.19808306709265175, 0.35782747603833864]"
fold_2,test,BigCodeBench/1016,"[520, 607, 711]","[0.5520169851380042, 0.6443736730360934, 0.7547770700636943]"
fold_2,test,BigCodeBench/235,"[461, 644, 473]","[0.5581113801452785, 0.7796610169491526, 0.572639225181598]"
fold_2,test,BigCodeBench/428,"[252, 286, 326]","[0.35294117647058826, 0.4005602240896359, 0.4565826330532213]"
fold_2,test,BigCodeBench/190,"[796, 426, 453]","[0.9202312138728324, 0.49248554913294795, 0.5236994219653179]"
fold_2,test,BigCodeBench/319,"[385, 394, 324]","[0.8461538461538461, 0.865934065934066, 0.7120879120879121]"
fold_2,test,BigCodeBench/155,"[112, 172, 111]","[0.3085399449035813, 0.4738292011019284, 0.30578512396694213]"
fold_2,test,BigCodeBench/31,"[500, 415, 414]","[0.8665511265164645, 0.7192374350086655, 0.7175043327556326]"
fold_2,test,BigCodeBench/509,"[840, 906, 792]","[0.6368460955269143, 0.6868840030326004, 0.6004548900682335]"
fold_2,test,BigCodeBench/564,"[454, 387, 398]","[0.8423005565862709, 0.7179962894248608, 0.738404452690167]"
fold_2,test,BigCodeBench/522,"[590, 703, 578]","[0.6735159817351598, 0.8025114155251142, 0.6598173515981736]"
fold_2,test,BigCodeBench/267,"[143, 234, 209]","[0.2693032015065913, 0.4406779661016949, 0.3935969868173258]"
fold_2,test,BigCodeBench/737,"[457, 479, 519]","[0.577020202020202, 0.6047979797979798, 0.6553030303030303]"
fold_2,test,BigCodeBench/723,"[441, 508, 616]","[0.6661631419939577, 0.7673716012084593, 0.9305135951661632]"
fold_2,test,BigCodeBench/182,"[340, 488, 268]","[0.64030131826742, 0.9190207156308852, 0.504708097928437]"
fold_2,test,BigCodeBench/378,"[436, 453, 469]","[0.464818763326226, 0.48294243070362475, 0.5]"
fold_2,test,BigCodeBench/617,"[1238, 554, 573]","[1.0273858921161825, 0.4597510373443983, 0.4755186721991701]"
fold_2,test,BigCodeBench/526,"[516, 372, 279]","[0.7467438494934877, 0.5383502170767004, 0.4037626628075253]"
fold_2,test,BigCodeBench/892,"[142, 141, 188]","[0.461038961038961, 0.4577922077922078, 0.6103896103896104]"
fold_2,test,BigCodeBench/935,"[276, 290, 325]","[0.5317919075144508, 0.558766859344894, 0.626204238921002]"
fold_2,test,BigCodeBench/242,"[398, 496, 306]","[0.4907521578298397, 0.6115906288532675, 0.37731196054254007]"
fold_2,test,BigCodeBench/411,"[89, 103, 97]","[0.2688821752265861, 0.311178247734139, 0.2930513595166163]"
fold_2,test,BigCodeBench/13,"[588, 469, 330]","[0.5335753176043557, 0.42558983666061706, 0.29945553539019965]"
fold_2,test,BigCodeBench/264,"[314, 464, 325]","[0.623015873015873, 0.9206349206349206, 0.6448412698412699]"
fold_2,test,BigCodeBench/63,"[206, 227, 317]","[0.42916666666666664, 0.47291666666666665, 0.6604166666666667]"
fold_2,test,BigCodeBench/1114,"[146, 143, 192]","[0.37823834196891193, 0.3704663212435233, 0.49740932642487046]"
fold_2,test,BigCodeBench/1001,"[309, 345, 375]","[0.5090609555189456, 0.5683690280065898, 0.6177924217462932]"
fold_2,test,BigCodeBench/725,"[536, 505, 300]","[1.3201970443349753, 1.2438423645320198, 0.7389162561576355]"
fold_2,test,BigCodeBench/568,"[424, 503, 554]","[0.7090301003344481, 0.8411371237458194, 0.9264214046822743]"
fold_2,test,BigCodeBench/399,"[292, 308, 192]","[0.5328467153284672, 0.5620437956204379, 0.35036496350364965]"
fold_2,test,BigCodeBench/1069,"[610, 636, 397]","[1.0627177700348431, 1.10801393728223, 0.6916376306620209]"
fold_2,test,BigCodeBench/208,"[509, 751, 202]","[0.9105545617173524, 1.3434704830053668, 0.3613595706618962]"
fold_2,test,BigCodeBench/475,"[512, 663, 916]","[0.5470085470085471, 0.7083333333333334, 0.9786324786324786]"
fold_2,test,BigCodeBench/439,"[354, 558, 289]","[1.032069970845481, 1.6268221574344024, 0.8425655976676385]"
fold_2,test,BigCodeBench/173,"[203, 201, 352]","[0.5087719298245614, 0.5037593984962406, 0.8822055137844611]"
fold_2,test,BigCodeBench/985,"[792, 900, 814]","[0.5311871227364185, 0.6036217303822937, 0.5459423205902079]"
fold_2,test,BigCodeBench/909,"[141, 151, 201]","[0.2727272727272727, 0.29206963249516443, 0.38878143133462284]"
fold_2,test,BigCodeBench/713,"[344, 665, 472]","[0.4444444444444444, 0.8591731266149871, 0.6098191214470284]"
fold_2,test,BigCodeBench/594,"[574, 586, 655]","[0.7211055276381909, 0.7361809045226131, 0.8228643216080402]"
fold_2,test,BigCodeBench/360,"[622, 843, 319]","[0.8227513227513228, 1.1150793650793651, 0.421957671957672]"
fold_2,test,BigCodeBench/203,"[705, 544, 463]","[0.7320872274143302, 0.564901349948079, 0.48078920041536866]"
fold_2,test,BigCodeBench/822,"[240, 292, 296]","[0.39279869067103107, 0.4779050736497545, 0.4844517184942717]"
fold_2,test,BigCodeBench/314,"[332, 305, 455]","[0.6680080482897385, 0.613682092555332, 0.9154929577464789]"
fold_2,test,BigCodeBench/491,"[692, 757, 566]","[0.6313868613138686, 0.6906934306569343, 0.5164233576642335]"
fold_2,test,BigCodeBench/933,"[165, 194, 248]","[0.642023346303502, 0.754863813229572, 0.9649805447470817]"
fold_2,test,BigCodeBench/1015,"[921, 824, 417]","[0.748780487804878, 0.6699186991869919, 0.33902439024390246]"
fold_2,test,BigCodeBench/1137,"[1012, 893, 491]","[1.6063492063492064, 1.4174603174603175, 0.7793650793650794]"
fold_2,test,BigCodeBench/507,"[669, 584, 647]","[0.6833503575076609, 0.5965270684371808, 0.6608784473953013]"
fold_2,test,BigCodeBench/1123,"[734, 372, 649]","[1.1309707241910631, 0.5731895223420647, 1.0]"
fold_2,test,BigCodeBench/270,"[51, 59, 59]","[0.35172413793103446, 0.4068965517241379, 0.4068965517241379]"
fold_2,test,BigCodeBench/1065,"[145, 260, 189]","[0.4915254237288136, 0.8813559322033898, 0.6406779661016949]"
fold_2,test,BigCodeBench/720,"[540, 659, 551]","[0.7171314741035857, 0.8751660026560425, 0.7317397078353254]"
fold_2,test,BigCodeBench/88,"[357, 543, 422]","[0.7660944206008584, 1.1652360515021458, 0.9055793991416309]"
fold_2,test,BigCodeBench/435,"[311, 312, 316]","[0.5289115646258503, 0.5306122448979592, 0.5374149659863946]"
fold_2,test,BigCodeBench/946,"[105, 126, 125]","[0.2807486631016043, 0.33689839572192515, 0.3342245989304813]"
fold_2,test,BigCodeBench/875,"[549, 163, 362]","[1.1831896551724137, 0.35129310344827586, 0.7801724137931034]"
fold_2,test,BigCodeBench/232,"[388, 406, 471]","[0.9371980676328503, 0.9806763285024155, 1.1376811594202898]"
fold_2,test,BigCodeBench/565,"[726, 493, 443]","[1.7881773399014778, 1.2142857142857142, 1.0911330049261083]"
fold_2,test,BigCodeBench/402,"[1747, 1025, 641]","[3.979498861047836, 2.334851936218679, 1.460136674259681]"
fold_2,test,BigCodeBench/1113,"[412, 250, 194]","[0.8174603174603174, 0.49603174603174605, 0.38492063492063494]"
fold_2,test,BigCodeBench/1044,"[523, 656, 448]","[0.7077131258457375, 0.8876860622462788, 0.6062246278755075]"
fold_2,test,BigCodeBench/1030,"[64, 167, 39]","[0.23703703703703705, 0.6185185185185185, 0.14444444444444443]"
fold_2,test,BigCodeBench/918,"[231, 260, 380]","[0.7042682926829268, 0.7926829268292683, 1.1585365853658536]"
fold_2,test,BigCodeBench/597,"[262, 233, 257]","[0.6223277909738717, 0.5534441805225653, 0.6104513064133017]"
fold_2,test,BigCodeBench/697,"[238, 418, 418]","[0.5666666666666667, 0.9952380952380953, 0.9952380952380953]"
fold_2,test,BigCodeBench/929,"[258, 264, 254]","[0.7543859649122807, 0.7719298245614035, 0.7426900584795322]"
fold_2,test,BigCodeBench/944,"[259, 336, 226]","[0.3523809523809524, 0.45714285714285713, 0.3074829931972789]"
fold_2,test,BigCodeBench/701,"[403, 287, 330]","[1.5381679389312977, 1.0954198473282444, 1.2595419847328244]"
fold_2,test,BigCodeBench/246,"[391, 389, 269]","[0.7161172161172161, 0.7124542124542125, 0.4926739926739927]"
fold_2,test,BigCodeBench/986,"[788, 580, 589]","[0.976456009913259, 0.7187112763320942, 0.7298636926889716]"
fold_2,test,BigCodeBench/913,"[518, 537, 544]","[0.5846501128668171, 0.6060948081264108, 0.6139954853273137]"
fold_2,test,BigCodeBench/89,"[526, 404, 383]","[0.6025200458190149, 0.4627720504009164, 0.43871706758304696]"
fold_2,test,BigCodeBench/388,"[493, 519, 271]","[1.3926553672316384, 1.4661016949152543, 0.7655367231638418]"
fold_2,test,BigCodeBench/584,"[540, 521, 361]","[0.6844106463878327, 0.6603295310519645, 0.45754119138149557]"
fold_2,test,BigCodeBench/1009,"[462, 487, 438]","[0.8716981132075472, 0.9188679245283019, 0.8264150943396227]"
fold_2,test,BigCodeBench/1105,"[240, 1041, 200]","[0.39344262295081966, 1.7065573770491804, 0.32786885245901637]"
fold_2,test,BigCodeBench/237,"[374, 480, 343]","[0.5335235378031383, 0.6847360912981455, 0.4893009985734665]"
fold_2,test,BigCodeBench/412,"[450, 428, 569]","[1.4195583596214512, 1.3501577287066246, 1.7949526813880126]"
fold_2,test,BigCodeBench/15,"[752, 853, 460]","[0.8487584650112867, 0.9627539503386005, 0.5191873589164786]"
fold_2,test,BigCodeBench/81,"[421, 324, 76]","[1.0, 0.7695961995249406, 0.18052256532066507]"
fold_2,test,BigCodeBench/204,"[645, 475, 286]","[1.4726027397260273, 1.0844748858447488, 0.6529680365296804]"
fold_2,test,BigCodeBench/154,"[153, 343, 273]","[0.4322033898305085, 0.9689265536723164, 0.7711864406779662]"
fold_2,test,BigCodeBench/1064,"[277, 288, 292]","[0.6723300970873787, 0.6990291262135923, 0.7087378640776699]"
fold_2,test,BigCodeBench/344,"[122, 218, 401]","[0.25684210526315787, 0.4589473684210526, 0.8442105263157895]"
fold_2,test,BigCodeBench/941,"[273, 319, 169]","[0.41615853658536583, 0.48628048780487804, 0.2576219512195122]"
